,idx,trans_txt
32,232,이 과정에서는 고객분들께 불편을 줄 수 있는 악취 발생 물질인 이소발레릭산이 생성됩니다.
33,233,발 냄새를 제거하는 방법을 알려 드리겠습니다.
34,234,가장 중요한 것은 발이 습하게 되지 않도록 관리하는 것입니다.
35,235,"각질을 제거하고, 땀을 억제하는 제품을 사용하여 고객님께서 편안하게 이용하실 수 있습니다."
36,236,"발을 씻을 때, 녹차물이나 식초 몇 방울을 섞은 물이나 강판에 간 생강을 넣은 물을 사용하면 살균과 탈취 효과가 있을 수 있으니 참고해주세요."
37,237,여름에는 두피도 평소보다 피지 분비량이 더 많아져서 아침마다 머리에 냄새가 나요.
38,238,"피지 분비가 많으면 비듬이 생기기 쉽고, 먼지나 곰팡이균이 붙어 악취가 발생할 수 있습니다."
39,239,"잔여물이나 노폐물이 남을 수 있으며, 머리를 제대로 말리지 않으면 냄새가 발생할 수 있어요."
40,240,"머리를 완벽하게 감고, 냄새를 잡기 위해서는 잘 감는 방법을 사용하세요."
41,241,"두피가 지성인 경우, 아침과 저녁에 두 번씩 머리를 감는 것도 괜찮습니다."
42,242,머리를 감을 때는 가볍게 두피를 마사지하며 정성스럽게 깔끔하게 감아드립니다.
43,243,두피가 오랜 시간 습하지 않도록 머리를 감은 후에는 시원한 바람으로 두피까지 완전히 말려주세요.
44,244,샤워할 때 반드시 귀 뒤와 목덜미도 꼭 닦아주세요.
45,245,이것은 귀 뒤와 목덜미를 바로 언급한 것입니다.
46,246,반드시 귀 뒤 피부에서 집중적으로 분비되는 '노넨알데하이드'와 '디아세틸'로 인해 발생하는 체취의 원인을 놓치지 말고 청소해주세요.
47,247,주기적으로 이 부위가 오랜 시간 닿는 베개 커버를 세탁해주세요. 목욕을 해도 '노인 냄새'가 나는 이유는 냄새의 원인 물질이 완전히 씻겨지지 않기 때문입니다.
48,248,"체취로 인한 불쾌감을 줄이기 위해, 땀이 많이 나는 곳인 두피, 가슴, 등, 겨드랑이, 귀 뒤, 목덜미 등을 꼼꼼히 닦아보세요. 이를 위해 보디 클렌저를 활용해보세요."
49,249,"입을 옷을 완벽하게 목욕한 후에 입는다면, 목욕을 한 의미가 없다고 할 수 있습니다."
50,250,"매일 속옷과 옷을 갈아입고, 실내를 자주 환기하며 이불도 자주 세탁하는 습관을 가지면 좋습니다."
51,251,햇볕을 쬐며 매일 30분 이상 산책하는 것은 냄새 제거에 효과적입니다.
52,252,나이가 들어도 매일 산책 시간을 가지면 땀 뿐만 아니라 냄새 유발 물질과 체내 노폐물까지 완벽히 배출됩니다. 그래서 저희는 고객님께 매일 산책을 추천해드립니다.
53,253,데오도란트를 바르실래요?
54,254,데오도란트는 우수한 땀 냄새 제거와 효과적인 땀 발생 억제를 위한 제품입니다.
55,255,데오도란트는 체취에 대한 고민을 해결할 수 있는 좋은 선택입니다.
56,256,데오도란트를 사용할 때는 피부에 자극이 덜하고 완전한 효과를 볼 수 있도록 물기 없는 상태에서 사용해주세요.
57,257,자주 땀을 많이 흘린다면 피부에 자극이 될 수 있으므로 하루에 한두 번 정도만 땀을 사용하시는 것을 권합니다.
58,258,데오도란트의 사용 후 클렌징이 필요합니다.
59,259,"문장을 고객친화적으로 바꿔보면 ""귀가 후 보디 클렌저를 사용하여 데오도란트를 바른 부위를 세심하게 닦아낼 것입니다.""가 될 수 있습니다."
60,260,"화장품은 효과가 없어도, 피부가 푸석해지고, 아침에는 퉁퉁 붓는 얼굴과 에너지 없이 무력한 느낌이 듭니다."
61,261,"만약 항상 이런 증상을 느낀다면, 체내 전해질 불균형을 의심해볼만해요."
62,262,뇌압 증가와 부정맥을 일으킬 수 있는 전해질 불균형이 발생할 수 있으니 방치하지 말아주세요.
63,263,여름에는 많은 땀을 배출하므로 전해질 관리에 더 많은 주의가 필요합니다.
64,264,"""전해질은 무엇인지 알려주세요!"""
65,265,당신이 근육경련과 함께 호흡이 빨라지고 심장이 빨리 뛰는 증상을 경험한 적이 있나요?
66,266,"당신의 얼굴과 손이 아침에 부어 오는 것을 막고 싶을 때, 좋은 화장품을 사용하더라도 피부가 계속 푸석해지면 기분이 좋지 않은 일이 있었나요?"
67,267,아마도 피곤하신 걸까요? 혹시 나이 때문에 그러신 걸까요?
68,268,"""Your seemingly insignificant symptoms could potentially be attributed to an electrolyte imbalance."""
69,269,전해질은 우리 몸 안에서 약 70% 수분에 녹아있는 이온입니다.
70,270,전해질은 신체 조직과 혈액에 함유된 미네랄 성분입니다.
71,271,"우리 몸은 나트륨, 칼륨, 염소, 칼슘 및 마그네슘과 같은 미네랄 성분의 균형을 유지해야 건강한 상태일 수 있습니다."
72,272,전해질은 세포 안팎을 넘나들며 전자를 이동시키는 에너지로서 역할합니다.
73,273,"체액 내의 농도를 조절하여 체액 이동을 지원하고, 세포 내외의 수분 균형을 유지하는 역할을 합니다."
74,274,"근육들을 적절하게 이완 및 수축시키고, 뇌와 심장 기능을 유지하며 면역 기전 또한 지원합니다."
75,275,세포내에서 신진대사 및 물질 이동을 도와 정상적인 작동을 유지하여 우리 몸의 항상성을 보호해주는 것이다.
76,276,"몸에서 전해질이 부족하다는 신호를 보내면, 부종, 피부 트러블, 무력감과 같이 가벼운 증상이 나타날 수 있으며, 더 심각해지면 탈수, 구토, 두통, 심박수 증가, 근육 경련 등의 증상이 함께 나타납니다."
77,277,"""불균형은 왜 발생할까요?"""
78,278,"만약 콩팥이 건강하지 않거나 울혈성 심부전이 있다면, 전해질 불균형이 자주 발생할 수 있습니다."
79,279,"울혈성 심부전은 심장의 펌프 기능이 약해져서 혈액이 온 몸에 효과적으로 전달되지 못하는 상황인데, 이때 몸은 체액이 부족한 것으로 착각하고 과도하게 체액을 늘리면서 전해질 불균형이 생길 수 있습니다. 이를 간단히 말하면, 심부전은 체액 과다증으로 이어질 수 있다는 것입니다."
80,280,"전해질 불균형은 이뿐 아니라 간경변, 요붕증, 구토나 설사 같은 증상을 초래할 수도 있습니다."
81,281,마실 물이 부족하거나 식사량이 부족한 것은 전해질 불균형을 일으키는 주요 원인입니다. 고객분들이 이해하기 쉬운 말로 바꿔드릴게요.
82,282,"여름에 길에서 경련을 일으키며 쓰러지는 사람들이 많은데, 이는 피로와 영양 부족으로 인한 전해질 불균형이 원인입니다."
83,283,주의해야 할 점은 여름철에 물을 대신 마시는 청량음료나 맥주는 전해질 균형을 깨는 주요 원인이 될 수 있다는 것입니다.
84,284,"노인들에게 특정 항경련제, 항우울제, 이뇨제, 항암제, 소염진통제의 사용이 저나트륨혈증을 일으킬 수 있다는 보고가 있습니다."
85,285,"의식 장애나 경련이 발생할 경우, 약물 복용 중에도 병원을 찾아보시는 것이 좋습니다."
86,286,"Different types of electrolyte imbalances can lead to different body conditions such as hypernatremia, hyponatremia, hyperkalemia, and hypokalemia."
87,287,"의심 증상이 있을 경우, 동네 내과 의원에서 간단한 피검사로 확인해 보세요."
88,288,고나트륨혈증은 몸속에 너무 많은 나트륨이나 충분한 수분이 없는 상태입니다.
89,289,"갈증, 두통, 메스꺼움, 구토가 주요 증상이며 심하면 경련이 발생할 수 있습니다."
90,290,저나트륨혈증은 나트륨 과소 섭취나 체내 수분 과다로 인한 상태입니다.
91,291,"뇌세포의 위축은 의식장애, 경련, 중추신경장애, 뇌기능장애 등의 증상을 유발할 수 있습니다."
92,292,고칼륨혈증 및 저칼륨혈증은 혈액 속 칼륨이 지나치게 많거나 부족한 상황입니다.
93,293,"나트륨은 체액량을 조절하는 데 중요하며, 칼륨은 근육과 신경 활동에 관여한다."
94,294,만약 심장 근육이나 신경에 문제가 생기면 부정맥이 발생할 수 있습니다.
95,295,전해질을 쉽게 보충하는 방법은 소금물이나 이온음료를 마시는 것입니다.
96,296,응급 처치용으로 적합한 소금물은 탈수 증상이 있는 환자에게 하루에 한 번씩 섭취됩니다.
97,297,소금물을 만드는 방법은 1리터 물에 소금 1티스푼과 설탕 2티스푼을 섞으면 됩니다.
98,298,스포츠 이온 음료를 사용하시면 좋습니다.
99,299,이온 음료는 전해질 성분을 녹여 흡수가 빠르게 일어나도록 도와주는 음료입니다.
0,300,"만약 물을 마시기 어려우시다면, 물 대신 이온 음료를 마시시는 것을 추천드립니다."
1,301,"당신의 요구사항에 따라, 우리는 과일이나 전해질 보조제를 사용해드릴 수 있습니다!"
2,302,"이온 음료 외에도 코코넛 워터, 우유, 수박주스 등을 마셔도 괜찮아요. 특히 코코넛 워터는 당분이 적고 칼슘과 마그네슘 같은 성분이 풍부해서 좋아요. 이 점 참고하세요!"
3,303,수분 함량이 높은 수박과 포도도 수분 보충에 좋은 선택입니다.
4,304,만약 당뇨병 환자이라면 과일을 섭취할 때 당분이 혈당을 올릴 수 있으므로 조심해야 합니다.
5,305,단식이나 건강식품을 고려한다면 다양한 형태의 전해질 보조제를 사용하면 좋아요.
6,306,보조제들은 당류를 제거하여 전해질과 비타민만을 섭취할 수 있도록 설계되었으므로 고객들은 당 걱정을 덜 수 있습니다.
7,307,여름에는 땀을 통해 수분과 전해질이 손실되는 것을 인지하셔야 합니다.
8,308,수분만 섭취하고 전해질을 보충하지 않으면 문제가 생길 수 있습니다.
9,309,높은 강도의 운동 후에는 이온 음료가 필요합니다.
10,310,"만약 60~80분 정도의 가벼운 운동이라면, 물만으로도 충분합니다."
11,311,운동할 때 효과적으로 수분을 섭취하기 위해서는 운동 전·중간·후로 나누어서 수분을 섭취하는 것이 좋습니다.
12,312,가장 중요한 것은 운동하기 전에 충분한 양의 물을 마시는 것입니다.
13,313,약 3~4시간 전부터 1kg당 약 5~7ml 수분을 드시면 됩니다. 하지만 너무 많이 드시면 저나트륨혈증 위험이 있으니 조심하세요!
14,314,각자 땀을 흘리는 속도에 맞춰 운동 중에 수분을 섭취해주세요.
15,315,물의 양은 보통 10~20분마다 1~2번 정도의 종이컵이 적당하다고 생각됩니다.
16,316,"After exercising, it is recommended to replenish approximately 1.5 liters of fluids per 1kg of weight lost."
17,317,한국인들의 칼슘 영양 상태는 영양 과잉 시대에도 예외적으로 관리되고 있다.
18,318,2017년 국민건강영양조사 결과에 따르면 한국인의 평균 칼슘 섭취량은 하루 권장량의 67.4% 수준입니다.
19,319,식사를 통해 칼슘을 섭취하는 것이 특히 부족하다는 사실이 밝혀졌습니다.
20,320,"칼슘은 뼈와 치아의 구성요소이며, 인체의 근육과 신경 기능을 조절하는 귀한 영양소입니다."
21,321,고객들이 인스턴트 식품과 짠 음식의 인기 때문에 칼슘 섭취가 부족해지고 있다는 문제를 해결하는 대안이 필요합니다.
22,322,한국인의 칼슘 섭취량은 권장량의 약 60~70% 정도로 부족하다는 보건복지부의 2018년 국민건강통계 자료에 따르면 밝혀졌습니다.
23,323,"고령층 중 70대 이상은 평균적으로 권장량의 55%만큼의 칼슘을 섭취하며, 이는 칼슘 부족이 심각한 상황임."
24,324,칼슘이 부족하면 뼈 건강에 큰 위험이 있으므로 칼슘이 부족한 상태를 심각하게 생각해야 합니다.
25,325,한국인들의 칼슘 섭취 부족으로 인해 골다공증 발생이 증가하고 있습니다.
26,326,"2016년에 80만 명의 골다공증 환자였던 수가 5년간 증가하여, 2020년에는 100만 명을 초과하였습니다."
27,327,매년 평균적으로 약 6%씩 증가하고 있는 것입니다.
28,328,하루에 꼭 섭취해야 할 칼슘 섭취량은 얼마나 되나요?
29,329,"한국 성인은 보통 하루에 700~800mg의 칼슘을 섭취하는 것이 좋습니다. 성장기인 아동과 청소년은 남자는 700~1,000mg, 여자는 700~900mg을 섭취해야 합니다. 임산부, 수유부, 골다공증 환자, 그리고 폐경 전후 여성들에게는 1000mg 이상의 칼슘 섭취가 권장됩니다."
30,330,칼슘이 뼈와 치아에 매우 유익한 성분이라고 알려져 있습니다.
31,331,"99% of the calcium in our bodies is used to form bones and teeth, but calcium doesn't stop there; it has more roles to play."
32,332,"1%의 칼슘은 혈액, 체액, 근육 등에 있어서 생명을 유지하는 역할을 합니다."
33,333,칼슘은 근육을 건강하게 유지하여 근육 경련을 예방하고 상처가 있을 경우 빠르게 지혈되어 심혈관 질환을 방지할 수 있습니다.
