,idx,txt,trans_txt
113,113,"조금만 걸어도 허리가 뻐근한, 척추관협착증 & 무릎이 벌겋게, 무릎점액낭염척추관협착증은 신경이 지나는 통로인 척추관이 좁아지면서 신경을 압박하는 질병으로 허리와 다리가 저리고 심한 통증을 동반하기도 한다.",허리와 다리에 저림과 심한 통증을 동반하는 척추관협착증은 척추관이 좁아져 신경을 압박하는 질병입니다.
114,114,5분만 걷거나 서 있어도 허리가 뻐근하고 저린 증상이 심해져 자꾸만 주저앉게 된다.,"허리 뻐근함과 저림 현상이 심해져서, 5분만 걷거나 서 있어도 주저앉게 되는 문제가 있습니다."
115,115,"허리를 구부리면 통증이 덜한 데 반해, 허리를 펼 때는 통증이 심해진다고 하니 증상을 체크해 보자.","당신이 허리를 구부리면 통증이 덜하고, 허리를 펼 때는 통증이 심해진다는 증상을 체크해보세요."
116,116,"매일 스트레칭, 수영ㆍ자전거타기로 근력 강화하기√ ‘신경공 이완 스트레칭’은 척추와 무릎 질환에 효과적이다.","매일 스트레칭, 수영 및 자전거 타기로 근력을 강화하면 더욱 건강한 척추와 무릎을 유지할 수 있습니다!"
117,117,"척추 사이 후관절을 열어 척추 주변 조직을 순환하게 하고, 좁아진 척추관을 늘려준다.","우리 서비스는 척추 주변 조직을 순환시키고, 좁아진 척추관을 넓혀줌으로써 고객분들의 척추 사이 후관절을 개선시켜드립니다."
118,118,바닥에 등을 대고 누워 두 무릎을 세운 후 긴장을 푼다.,고객님은 바닥에 등을 대시고 누워서 두 무릎을 세우신 후에 긴장을 푸실 수 있습니다.
119,119,아랫배에 힘을 주고 무릎을 천천히 들어 올려 양손으로 무릎을 감싼다.,"손으로 아래부분을 떠서 무릎을 서서히 들어올리고, 양손으로 무릎을 감싸세요."
120,120,이후 숨을 내쉬며 무릎이 가슴에 닿을만큼 천천히 당긴다.,손을 내려가며 천천히 당기면서 무릎이 가슴에 닿을 수 있도록 숨을 내쉬세요.
121,121,15초간 자세를 유지한 후 천천히 무릎을 내린다.,천천히 무릎을 내리기 전에 자세를 15초 동안 유지해주세요.
122,122,이를 총 3회 반복한다.√,이 작업을 3번 반복합니다.
123,123,평소 운동으로 무릎 관절을 단련하면 더 좋다.,"""무릎 관절을 강화하는 데에는 운동이 효과적입니다."""
124,124,보통 이 부위 관절에 무리가 가지 않는 수영 혹은 자전거 타기 등이 도움 된다.,수영이나 자전거 타기와 같은 운동은 이 부위의 관절에 부담을 주지 않고 도움이 됩니다.
125,125,"잘못된 자세 3. 스마트폰 볼 때, 전방 머리 자세거북이처럼 머리를 길게 빼는 것과 그 모습이 비슷하다고 해 ‘거북목’ 자세라고도 한다.","스마트폰을 볼 때, 머리를 너무 앞으로 내밀어 사용하는 자세를 '거북목' 자세라고도 부르는데요, 이 자세를 조심해주세요."
126,126,전방 머리 자세는 의자에 앉아 컴퓨터 모니터 화면을 바라보거나 스마트폰을 오래 볼 때 흔히 하는 자세다.,전방을 향하여 앉아 컴퓨터 모니터 또는 스마트폰의 화면을 보는 것은 일반적으로 하는 자세입니다.
127,127,전방 머리 자세를 왼편에서 봤을 때 목뼈가 일자이거나 거꾸로 된 C자 형태인 경우가 많은데 이 자세는 여러 통증을 유발한다.,"왼편에서 보았을 때, 목뼈가 일자이거나 거꾸로 된 C자 형태인 전방 머리 자세는 여러 통증을 유발할 수 있습니다."
128,128,바른 자세는 몸의 왼편에서 봤을 때 C자 곡선임을 잊지 말자.#,"잊지 말아야 할 것은, 바른 자세는 몸의 왼편에서 보면 C자 곡선이라는 것이다."
129,129,목 통증과 두통이 동시에!,고객님이 목 통증과 두통을 동시에 겪고 계십니다!
130,130,목뼈가 일자가 되는 증상을 가리켜 ‘거북목증후군’이라고 한다.,'거북목증후군'은 목뼈가 일자가 되는 증상을 의미합니다.
131,131,"목뼈 형태가 변형되면서 통증을 유발하는 질환으로, 변형된 목뼈가 머리 주변 근육을 긴장시키면서 두통을 일으키는 것이 특징이다.","목뼈 형태 변형으로 인해 머리 주변 근육이 긴장되어 통증이 발생하며, 이로 인해 두통이 발생하는 질환입니다."
132,132,만성적인 목 통증을 유발하기도 한다.,이 글은 목 통증을 지속적으로 일으킬 수 있다는 것을 말하고 있습니다.
133,133,"목을 뒤로 젖힐 때 아프거나 뻣뻣한 느낌이 들고, 어깨와 등이 굽거나 귀가 어깨보다 나와 있다면 거북목증후군일 가능성이 높다.","만약 목을 뒤로 젖힐 때 아프거나 뻣뻣하게 느껴진다면, 어깨와 등이 굽거나 귀가 어깨보다 나와있을 수도 있는데, 이는 거북목증후군의 가능성이 높습니다."
134,134,"거북목증후군일 때 자세를 교정하지 않는다면 목 디스크로 발전할 수 있으니, 거북목증후군이 의심된다면 병원을 찾아 반드시 교정 치료를 받을 것.","만약 거북목증후군 의심이 있다면, 꼭 병원에 가서 자세 교정 치료를 받는 것이 중요합니다."
135,135,휴대폰 볼 때 자세는 이렇게!√,휴대폰 볼 때 이 자세가 최적입니다!
136,136,컴퓨터나 휴대폰을 볼 때는 가슴을 천장으로 향하게 한다.,"컴퓨터나 휴대폰을 사용할 때, 한 번쯤 가슴이 펴지는 기분을 느껴보세요."
137,137,이 자세만으로 어깨가 자연히 펴지고 아래쪽 목뼈의 배열도 잡힌다.,자세를 잡으면 어깨가 자연스럽게 펴지고 목뼈도 정렬된다.
138,138,두통이 있다면 턱을 안쪽으로 당기면서 동시에 허리를 곧게 펴는 자세를 취할 것.,"만약 두통이 있으신다면, 턱을 안으로 당기면서 허리를 곧게 펴보세요."
139,139,이때 턱 끝이 목을 누른다는 느낌이 들어야 바른 자세다.√,"바른 자세를 유지하면서, 턱 끝이 목을 약간 눌려지는 느낌이 있어야 합니다."
140,140,휴대폰을 볼 때는 목을 자연스럽게 세운 상태에서 턱을 살짝 당겨 시선을 아래로 10~15도 정도 살짝 아래로 볼 수 있게 높이를 조절한다.,휴대폰을 볼 때는 목을 자연스럽게 세우고 턱을 약간 당겨 시선을 아래로 약간 내려가게 조절합니다.
141,141,중간중간 앉거나 선 자세에서 양쪽 등의 견갑골을 뒤로 지그시 당겨 어깻죽지가 뒤로 젖혀지게 하는 스트레칭도 필수다.,뒤로 젖혀진 어깻죽지 자세를 만들기 위해 양쪽 등의 견갑골을 약간 당겨야 합니다. 이 스트레칭은 중요합니다.
142,142,잘못된 자세 4. 무심코 턱을 괴고 있다면?턱을 괴면 목에 가해지는 힘이 비대칭적으로 작용한다.,턱을 괴면 목에 가해지는 힘이 조금 비대칭적으로 작용할 수 있어요.
143,143,"이런 자세가 지속되면 목 관절과 턱관절에 부담을 주는 건 물론, 얼굴 변형까지 일으킬 수 있다.","이 자세를 계속 유지하면 목과 턱에 압력이 가해지고, 얼굴 형태가 변할 수도 있습니다."
144,144,"턱을 괴는 자세는 의식적으로 피하고, 턱 운동도 꾸준히 해줄 것.#",턱을 괴는 자세를 피하고 턱 운동을 꾸준히 해주세요.
145,145,"계속 턱을 괴면 위험해요, 턱관절 장애턱관절은 턱뼈와 머리뼈 사이에 위치해 두 뼈를 연결하는 관절이다.","계속 턱을 괴면 위험하니, 턱관절 장애는 턱뼈와 머리뼈를 연결하는 관절로서 위치해 있어요."
146,146,"턱관절은 모든 턱 운동의 중심축으로 말하기, 삼키기, 씹기 등 복합적인 활동을 담당하는데, 턱 괴는 자세는 이런 턱관절에 무리를 주기 때문에 ‘턱관절 장애’로 이어질 수 있다.","턱 운동, 삼키기, 씹기 등 복합적인 활동의 중심축인 턱관절은 턱 괴는 자세로 인해 손상을 입을 수 있어요. 이러한 상황은 턱관절 장애를 유발할 수 있어요."
147,147,음식을 씹거나 하품할 경우 양쪽 귀 옆의 아래턱뼈와 저작근육에 통증을 느끼는 것이 주요 증상.,음식을 씹거나 하품할 때 양쪽 귀 옆의 아래턱뼈와 저작근육이 아픈 것이 주요 증상입니다.
148,148,입을 열 때마다 턱관절에서 딱딱거리는 관절 잡음이 들리기도 한다.#,턱을 여는 과정에서 관절에서 딱딱거리는 소리가 들릴 수 있습니다.
149,149,"얼굴형이 달라져요,",저의 얼굴형이 변화한 것 같아요.
150,150,"안면비대칭과 경추부염좌한쪽으로만 턱을 괴면 얼굴 균형이 무너지며 안면비대칭을 유발하고, 이와 함께 목뼈 모양이 변형되는 ‘경추부염좌’를 일으키기도 한다.","만약 한 쪽으로만 턱을 괴면, 얼굴 균형이 무너지고 안면비대칭을 유발할 수 있으며, 이로 인해 목뼈도 변형될 수 있는 '경추부염좌'가 발생할 수 있습니다."
151,151,"경추부염좌가 발병하면 목 주위에 통증이 생기고, 심한 경우 구토나 두통, 시력 장애, 이명 등 다양한 질환으로 이어질 수 있으니 주의한다.","경추부염좌 발병 시 목 주위에 통증이 생기며, 심한 경우 다양한 질환으로 이어질 수 있으므로 주의가 필요합니다. 추가로 구토, 두통, 시력 장애, 이명 등의 증상이 나타날 수 있습니다."
152,152,"하루 6번, 매일 턱 운동√ 위와 같은 질병을 예방하기 위해 매일 턱 운동 습관을 들이면 좋다.",매일 턱 운동 습관을 갖는 것은 위와 같은 질병을 예방하는데 도움이 됩니다.
153,153,"턱 운동은 혀를 위 앞니 안쪽에 가볍게 대고, 혀가 이에서 떨어지지 않을 정도까지 최대한 입을 벌려 6초 동안 유지하는 것이다.","턱 운동은 혀를 앞니 안쪽에 가볍게 대고, 입을 최대한 벌려서 혀를 6초 동안 유지하는 것입니다."
154,154,하루 6회가량 실시해 보자,저희는 매일 6번정도 진행해보시는 것을 권장드립니다.
155,155,"젊었을 때는 많이 먹고 적게 움직여서 살이 쪘지만, 나이가 들면 호르몬 때문에 살이 찐다.","젊었을 때는 식사량이 많아지고 움직임이 적어져서 체중이 증가하였지만, 나이가 들면서 호르몬의 영향으로 체중이 늘어납니다."
156,156,그래서 중년을 넘어 하는 다이어트는 이전과는 달라져야 한다.,중년 이상의 연령층을 위한 다이어트 방식은 이전과는 다르게 변화해야 합니다.
157,157,나이가 들면 체질도 변한다,"고객님, 나이가 들면 체질도 변화합니다."
158,158,사람은 중년을 기점으로 체질이 바뀐다.,사람들은 중년에 도달함으로써 체질이 변화한다.
159,159,"이는 호르몬의 영향 때문인데, 35세부터 호르몬이 급격하게 감소되기 시작해 40대 후반이 되면 거의 생성되지 않는 시기로 접어들고, 이때가 되면 남녀 모두에게 갱년기가 찾아온다.#",40대 후반에 남녀 누구든지 호르몬 생산이 거의 없어지는 갱년기를 경험하게 됩니다.
160,160,부족해진 것을 채워야 살도 빠진다,고객님의 요구사항을 충족시키면서도 비만 문제를 개선할 수 있도록 제몸에 부족한 부분을 보충해 드리겠습니다.
161,161,호르몬 변화는 체형도 변하게 한다.,호르몬 변화는 체형에도 영향을 미친다.
162,162,"젊은 시절에는 식습관과 생활 습관 때문에 비만이 됐다면, 중년 이후에는 호르몬이 부족해지면서 살이 찌는 것.","식습관과 생활 습관으로 인해 젊은 시절 비만이 되었다면, 중년 이후에는 호르몬 감소로 인해 체중이 늘어날 수 있습니다."
163,163,"젊을 때야 많이 먹고 적게 움직여서 찐 살이니 그와 반대로 적게 먹고 운동을 많이 하면 살이 빠지지만, 나이가 들어서 젊을 때와 똑같이 했다간 몸만 망가진다.","젊을 때는 많이 먹고 움직여도 찐 살이 생기지만, 나이가 들면서는 적게 먹고 운동을 많이 해야 몸이 건강해진다."
164,164,살이 찐 직접적인 원인은 해소하지 않고 무리만 했으니 당연한 결과다.,사실적인 원인에 직접적으로 대처하지 않고 무리한 선택을 했기 때문에 이는 예상 가능한 결과입니다.
165,165,중년 이후 다이어트의 핵심은 부족해진 것을 채워주는 것!,중년 이후 다이어트의 핵심은 몸에 부족한 영양분을 보충해주는 것입니다!
166,166,"노년 다이어트 공식 하나, 근육량 늘리기에 집중!",고객님의 노년 다이어트에 최적화된 접근 방식은 근육량을 증가시키는 데 초점을 맞추는 것입니다!
167,167,중년을 넘어서면 몇 끼 굶는 걸로 살이 빠지지 않는다.,중년 이상에서는 몇 끼 굶는 것으로도 살이 빠지지 않을 수 있습니다.
168,168,기초대사량이 줄어들어 먹은 것이 에너지로 소비가 안 되고 체내에 그대로 지방으로 쌓이기 때문이다.,"기초대사량이 줄어들면 먹은 음식이 에너지로 소비되지 않고, 체내에 쌓여서 지방으로 변하게 됩니다."
169,169,문제는 먹는 양을 줄였을 때 근육도 함께 줄어든다는 것.,"When reducing the amount consumed, the problem is that muscle mass also decreases."
170,170,"중년 이후에 근육량이 줄면 요요는 물론이고, 골절 및 골다공증 등의 위험에도 쉽게 노출되기에 안 먹어서 살을 뺀다는 생각은 버려야 한다.#","중년 이후에 근육량이 줄면, 요요 현상 이외에도 골절 및 골다공증 같은 위험에 쉽게 노출될 수 있으므로, 살을 빼기 위해 식사를 거르는 것은 지양해야 합니다."
